"Category","TRANSFERRED SALES"
"Q1-2021",850
"Q2-2021",932
"Q3-2021",804
"Q4-2021",938
"Q1-2022",1095
"Q2-2022",1100
"Q3-2022",1159
"Q4-2022",1193
"Q1-2023",1167
"Q2-2023",1232
"Q3-2023",1379
"Q4-2023",1343
"Q1-2024",1455
"Q2-2024",1540
"Q3-2024",1667
"Q4-2024",1765
"Q1-2025",1884
"Q2-2025",1948
"Q3-2025",2004
"Q4-2025",1966
"Q1-2026",
