"Category","TRANSFERRED SALES"
"Q3-2020",839
"Q4-2020",886
"Q1-2021",897
"Q2-2021",860
"Q3-2021",852
"Q4-2021",801
"Q1-2022",771
"Q2-2022",795
"Q3-2022",827
"Q4-2022",839
"Q1-2023",1075
"Q2-2023",972
"Q3-2023",1021
"Q4-2023",1063
"Q1-2024",1117
"Q2-2024",1134
"Q3-2024",1156
"Q4-2024",1219
"Q1-2025",1315
"Q2-2025",1362
"Q3-2025",1416
"Q4-2025",1362
"Q1-2026",1420
