"Category","TRANSFERRED SALES"
"Q3-2020",623
"Q4-2020",666
"Q1-2021",561
"Q2-2021",628
"Q3-2021",653
"Q4-2021",697
"Q1-2022",641
"Q2-2022",604
"Q3-2022",678
"Q4-2022",740
"Q1-2023",814
"Q2-2023",768
"Q3-2023",1095
"Q4-2023",1101
"Q1-2024",1296
"Q2-2024",1222
"Q3-2024",1301
"Q4-2024",1465
"Q1-2025",1705
"Q2-2025",1641
"Q3-2025",1466
"Q4-2025",1416
"Q1-2026",1426
