"Category","TRANSFERRED SALES"
"Q3-2020",760
"Q4-2020",767
"Q1-2021",789
"Q2-2021",851
"Q3-2021",1006
"Q4-2021",1042
"Q1-2022",1035
"Q2-2022",996
"Q3-2022",1182
"Q4-2022",1099
"Q1-2023",1187
"Q2-2023",1221
"Q3-2023",1373
"Q4-2023",1515
"Q1-2024",1575
"Q2-2024",1873
"Q3-2024",1954
"Q4-2024",1717
"Q1-2025",1921
"Q2-2025",2056
"Q3-2025",2159
"Q4-2025",2058
"Q1-2026",
