"Category","TRANSFERRED SALES"
"Q3-2020",1282
"Q4-2020",1323
"Q1-2021",1284
"Q2-2021",1338
"Q3-2021",1546
"Q4-2021",1449
"Q1-2022",1581
"Q2-2022",1615
"Q3-2022",1768
"Q4-2022",1946
"Q1-2023",1985
"Q2-2023",1776
"Q3-2023",2295
"Q4-2023",2093
"Q1-2024",2222
"Q2-2024",2419
"Q3-2024",2383
"Q4-2024",2308
"Q1-2025",2353
"Q2-2025",2316
"Q3-2025",2587
"Q4-2025",2431
"Q1-2026",1577
