"Category","TRANSFERRED SALES"
"Q3-2020",1114
"Q4-2020",1215
"Q1-2021",1229
"Q2-2021",1344
"Q3-2021",1466
"Q4-2021",1479
"Q1-2022",1493
"Q2-2022",1514
"Q3-2022",1684
"Q4-2022",1733
"Q1-2023",1867
"Q2-2023",1936
"Q3-2023",1937
"Q4-2023",2088
"Q1-2024",2233
"Q2-2024",2210
"Q3-2024",2363
"Q4-2024",2357
"Q1-2025",2365
"Q2-2025",2384
"Q3-2025",2447
"Q4-2025",2351
"Q1-2026",2237
