"Category","TRANSFERRED SALES"
"Q3-2020",1413
"Q4-2020",1484
"Q1-2021",1529
"Q2-2021",1557
"Q3-2021",1590
"Q4-2021",1646
"Q1-2022",1801
"Q2-2022",1850
"Q3-2022",2002
"Q4-2022",2156
"Q1-2023",2216
"Q2-2023",2195
"Q3-2023",2551
"Q4-2023",2369
"Q1-2024",2854
"Q2-2024",2639
"Q3-2024",3020
"Q4-2024",2647
"Q1-2025",2806
"Q2-2025",3076
"Q3-2025",3007
"Q4-2025",3256
"Q1-2026",
