"Category","TRANSFERRED SALES"
"Q3-2020",1466
"Q4-2020",1483
"Q1-2021",1603
"Q2-2021",1793
"Q3-2021",2330
"Q4-2021",2479
"Q1-2022",2258
"Q2-2022",2446
"Q3-2022",2602
"Q4-2022",3110
"Q1-2023",2596
"Q2-2023",2735
"Q3-2023",2908
"Q4-2023",2895
"Q1-2024",2827
"Q2-2024",2724
"Q3-2024",2761
"Q4-2024",2799
"Q1-2025",2863
"Q2-2025",3002
"Q3-2025",3486
"Q4-2025",3750
"Q1-2026",
