"Category","TRANSFERRED SALES"
"Q3-2020",692
"Q4-2020",667
"Q1-2021",700
"Q2-2021",797
"Q3-2021",836
"Q4-2021",912
"Q1-2022",960
"Q2-2022",1002
"Q3-2022",1004
"Q4-2022",1080
"Q1-2023",1056
"Q2-2023",1150
"Q3-2023",1232
"Q4-2023",1260
"Q1-2024",1260
"Q2-2024",1421
"Q3-2024",1374
"Q4-2024",1497
"Q1-2025",1732
"Q2-2025",1838
"Q3-2025",1877
"Q4-2025",2037
"Q1-2026",
