"Category","TRANSFERRED SALES"
"Q3-2020",1137
"Q4-2020",1158
"Q1-2021",1197
"Q2-2021",1340
"Q3-2021",1382
"Q4-2021",1391
"Q1-2022",1406
"Q2-2022",1469
"Q3-2022",1581
"Q4-2022",1824
"Q1-2023",1717
"Q2-2023",1656
"Q3-2023",1641
"Q4-2023",1653
"Q1-2024",1848
"Q2-2024",1935
"Q3-2024",1865
"Q4-2024",2037
"Q1-2025",2404
"Q2-2025",2509
"Q3-2025",2287
"Q4-2025",2246
"Q1-2026",1965
